id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,price_change_percentage_1h_in_currency,price_change_percentage_24h_in_currency,roi.times,roi.currency,roi.percentage
dogecoin,doge,Dogecoin,https://assets.coingecko.com/coins/images/5/large/dogecoin.png?1547792256,0.18174,24109203891,11,,1557862298.0,0.182325,0.166283,0.01545705,9.29565,2222673097.0,10.15544,132426963311.491,,,0.731578,-75.11454,2021-05-08T05:08:23.458Z,8.69e-05,209392.21852,2015-05-06T00:00:00.000Z,,2021-12-07T15:11:37.928Z,0.8928483238906979,9.295651077534702,,,
avalanche-2,AVAX,Avalanche,https://assets.coingecko.com/coins/images/12559/large/coin-round-red.png?1604021818,94.55,22877383979,12,67845659668.0,1389495494.0,96.29,81.85,12.7,15.51447,3126291594.0,15.82845,242782169.78843,377752194.4695483,720000000.0,144.96,-34.99731,2021-11-21T14:18:56.538Z,2.8,3264.03144,2020-12-31T13:15:21.540Z,,2021-12-07T15:11:12.507Z,2.1677044774806498,15.514467460937523,,,
shiba-inu,shib,Shiba Inu,https://assets.coingecko.com/coins/images/11939/large/shiba.png?1622619446,3.788e-05,20780104888,13,,2102213961.0,3.856e-05,3.417e-05,3.71e-06,10.85973,2066088345.0,11.04033,549151388915518.9,1000000000000000.0,,8.616e-05,-56.08066,2021-10-28T03:54:55.568Z,5.6e-11,67132771.83389,2020-11-28T11:26:25.838Z,,2021-12-07T15:11:06.172Z,1.6538628967057347,10.859730917864033,,,
matic-network,matic,Polygon,https://assets.coingecko.com/coins/images/4713/large/matic-token-icon.png?1624446912,2.49,17171262856,14,24984049570.0,4939700246.0,2.5,1.8,0.6861,38.07358,4873939119.0,39.63414,6872890164.27,10000000000.0,10000000000.0,2.62,-4.65661,2021-05-18T19:38:18.813Z,0.00314376,79371.79776,2019-05-10T00:00:00.000Z,,2021-12-07T15:11:34.449Z,6.796083835835011,38.07357662916572,945.0592451758756,usd,94505.92451758757
crypto-com-chain,cro,Crypto.com Coin,https://assets.coingecko.com/coins/images/7310/large/cypto.png?1547043960,0.642897,16138162011,15,,666353039.0,0.655666,0.525732,0.117165,22.28613,2917902965.0,22.07145,25263013692.0,30263013692.0,,0.965407,-33.83041,2021-11-24T15:53:54.855Z,0.0121196,5170.85065,2019-02-08T00:00:00.000Z,,2021-12-07T15:12:20.721Z,2.8474938929577935,22.286131230003022,,,
binance-usd,busd,Binance USD,https://assets.coingecko.com/coins/images/9576/large/BUSD.png?1568947766,1.0,13385783652,16,,5775019509.0,1.01,0.99112,0.00250249,0.25024,-112878885.59697533,-0.83622,13347883174.12,13347883174.12,,1.15,-13.1142,2020-03-13T02:35:42.953Z,0.901127,11.28722,2021-05-19T13:04:37.445Z,,2021-12-07T15:12:14.905Z,0.24501892680293563,0.25023941442593467,,,
wrapped-bitcoin,wbtc,Wrapped Bitcoin,https://assets.coingecko.com/coins/images/7598/large/wrapped_bitcoin_wbtc.png?1548822744,51560.0,13206658390,17,13206658390.0,430382025.0,51508.0,48157.0,3403.25,7.06706,849627741.0,6.87566,256689.84405604,256689.84405604,256689.84405604,70643.0,-27.16961,2021-11-10T14:40:19.650Z,3139.17,1538.96233,2019-04-02T00:00:00.000Z,,2021-12-07T15:10:12.259Z,1.1931109906743451,7.067061456406654,,,
litecoin,ltc,Litecoin,https://assets.coingecko.com/coins/images/2/large/litecoin.png?1547033580,162.93,11260405100,18,13681153590.0,1438889503.0,164.83,146.85,16.07,10.94623,1138770706.0,11.25086,69137008.2334713,84000000.0,84000000.0,410.26,-60.31143,2021-05-10T03:13:07.904Z,1.15,14073.07201,2015-01-14T00:00:00.000Z,,2021-12-07T15:12:14.277Z,1.1105524760647352,10.94622970227659,,,
algorand,algo,Algorand,https://assets.coingecko.com/coins/images/4380/large/download.png?1547039725,1.75,11027567980,19,17489265450.0,451377304.0,1.8,1.67,0.082233,4.92663,531747184.0,5.06628,6305335127.8683,6754656720.9382,10000000000.0,3.56,-50.88877,2019-06-20T14:51:19.480Z,0.105336,1560.33901,2020-03-13T02:20:48.438Z,,2021-12-07T15:10:00.755Z,1.0770186545916545,4.926633211090366,-0.27025925858912625,usd,-27.025925858912625
chainlink,link,Chainlink,https://assets.coingecko.com/coins/images/877/large/chainlink-new-logo.png?1547034700,20.6,9555312530,20,20460636083.0,1078052352.0,20.57,17.92,2.68,14.94,1218332399.0,14.61359,467009553.9174637,1000000000.0,1000000000.0,52.7,-61.1726,2021-05-10T00:13:57.214Z,0.148183,13707.71793,2017-11-29T00:00:00.000Z,,2021-12-07T15:11:54.174Z,2.935018311138291,14.939997309984173,,,
tron,trx,TRON,https://assets.coingecko.com/coins/images/1094/large/tron-logo.png?1547035066,0.092472,9433781856,21,,1795508699.0,0.092583,0.083972,0.00796597,9.42645,866340422.0,10.11201,101895129584.629,101900409184.273,,0.231673,-60.03706,2018-01-05T00:00:00.000Z,0.00180434,5031.13727,2017-11-12T00:00:00.000Z,,2021-12-07T15:11:39.142Z,0.9086783421471776,9.42644991601943,47.669732956594174,usd,4766.973295659417
bitcoin-cash,bch,Bitcoin Cash,https://assets.coingecko.com/coins/images/780/large/bitcoin-cash-circle.png?1594689492,485.17,9182238535,22,10191261426.0,2381142021.0,485.87,441.93,43.23,9.78284,871465991.0,10.48598,18920818.6466527,21000000.0,21000000.0,3785.82,-87.18116,2017-12-20T00:00:00.000Z,76.93,530.79152,2018-12-16T00:00:00.000Z,,2021-12-07T15:12:13.959Z,0.9398334419430453,9.782840802962793,,,
dai,dai,Dai,https://assets.coingecko.com/coins/images/9956/large/4943.png?1636636734,1.0,8958321618,23,8958321618.0,665074006.0,1.01,0.993662,0.00424433,0.42454,55559337.0,0.62407,8945514485.70994,8945514485.70994,8945514485.70994,1.22,-17.84341,2020-03-13T03:02:50.373Z,0.903243,10.87067,2019-11-25T00:04:18.137Z,,2021-12-07T15:08:48.308Z,0.40446629151877955,0.4245422414499357,,,
terrausd,ust,TerraUSD,https://assets.coingecko.com/coins/images/12681/large/UST.png?1601612407,1.0,8322905358,24,,198316347.0,1.02,0.995597,0.00032696,0.03256,112361206.0,1.3685,8291130227.03215,8289980481.03645,,1.09,-8.06611,2021-01-11T22:30:57.984Z,0.857992,16.99788,2021-05-19T13:14:26.898Z,,2021-12-07T15:12:13.709Z,0.21045705937130046,0.03255514040237478,,,
uniswap,uni,Uniswap,https://assets.coingecko.com/coins/images/12504/large/uniswap-uni.png?1600306604,17.49,7917992254,25,17480411321.0,262506402.0,17.64,15.86,1.62,10.23752,763282569.0,10.66825,452963726.5555916,1000000000.0,1000000000.0,44.92,-61.08251,2021-05-03T05:25:04.822Z,1.03,1596.90093,2020-09-17T01:20:38.214Z,,2021-12-07T15:11:50.698Z,1.083594391375123,10.237519970443374,,,
okb,okb,OKB,https://assets.coingecko.com/coins/images/4463/large/okb_token.png?1548386209,27.94,7358340336,26,,920082276.0,28.04,25.2,2.1,8.13069,650977147.0,9.70541,262680011.32,300000000.0,,44.01,-36.34276,2021-05-03T01:03:16.108Z,0.580608,4724.69464,2019-01-14T00:00:00.000Z,,2021-12-07T15:10:34.174Z,1.1391586798364342,8.130689096405495,,,
axie-infinity,axs,Axie Infinity,https://assets.coingecko.com/coins/images/13029/large/axie_infinity_logo.png?1604471082,109.38,7186615238,27,29458169200.0,371617091.0,109.7,98.15,11.23,11.4467,762558524.0,11.87036,65869202.56360951,270000000.0,270000000.0,164.9,-33.83513,2021-11-06T19:29:29.482Z,0.123718,88087.83752,2020-11-06T08:05:43.662Z,,2021-12-07T15:09:59.429Z,1.2480393869178943,11.446701993386801,,,
stellar,xlm,Stellar,https://assets.coingecko.com/coins/images/100/large/Stellar_symbol_black_RGB.png?1552356157,0.291639,7180073413,28,14578226551.0,733315177.0,0.299466,0.262737,0.02890235,11.0005,739007626.0,11.47337,24626905846.3734,50001802494.5721,50001802494.5721,0.875563,-66.70097,2018-01-03T00:00:00.000Z,0.00047612,61134.97091,2015-03-05T00:00:00.000Z,,2021-12-07T15:10:17.545Z,0.6184026427565491,11.000495282245765,,,
cosmos,atom,Cosmos,https://assets.coingecko.com/coins/images/1481/large/cosmos_hub.png?1555657960,25.16,7056094306,29,,687430047.0,25.26,22.66,2.5,11.04558,568888688.0,8.7694,283606443.179108,,,44.42,-43.98879,2021-09-20T00:05:25.062Z,1.16,2044.72269,2020-03-13T02:27:44.591Z,,2021-12-07T15:12:24.405Z,2.8198874216268726,11.04558407927347,250.5962541711604,usd,25059.62541711604
compound-ether,ceth,cETH,https://assets.coingecko.com/coins/images/10643/large/ceth2.JPG?1581389598,88.21,6932086235,30,,630121.0,88.62,80.65,7.46,9.23376,636976481.0,10.11859,78661694.7496894,78661694.7496894,,97.75,-9.84675,2021-11-21T12:39:57.508Z,1.89,4571.89011,2020-03-13T02:22:33.711Z,,2021-12-07T15:11:56.030Z,1.1134679633634978,9.233762099254623,,,
staked-ether,steth,Lido Staked Ether,https://assets.coingecko.com/coins/images/13442/large/steth_logo.png?1608607546,4371.19,6754652762,31,6754652762.0,6609026.0,4387.19,3996.47,374.72,9.37631,630142063.0,10.28886,1550419.5056112,1550419.5056112,1550419.5056112,4829.57,-9.79192,2021-11-10T14:40:47.256Z,482.9,802.19446,2020-12-22T04:08:21.854Z,,2021-12-07T15:09:43.469Z,1.2318126534906537,9.376309123800022,,,
vechain,vet,VeChain,https://assets.coingecko.com/coins/images/1167/large/VeChain-Logo-768x725.png?1547035194,0.096928,6476560109,32,,485329278.0,0.098113,0.085081,0.01184693,13.92432,842967141.0,14.96322,66760741299.0,86712634466.0,,0.280991,-65.52439,2021-04-19T01:08:21.675Z,0.00191713,4953.03392,2020-03-13T02:29:59.652Z,,2021-12-07T15:11:43.284Z,1.0753144829186043,13.924323391534166,6.690936065099725,eth,669.0936065099725
ftx-token,ftt,FTX Token,https://assets.coingecko.com/coins/images/9026/large/F.png?1609051564,44.1,6136012846,33,14764110032.0,172448833.0,44.58,40.99,3.11,7.59473,442397876.0,7.77007,139295691.31874424,335165027.385972,335165027.385972,84.18,-47.67216,2021-09-09T16:59:43.151Z,1.15,3731.44883,2019-09-06T00:00:00.000Z,,2021-12-07T15:10:55.781Z,1.5214633089787468,7.594733560809737,,,
elrond-erd-2,egld,Elrond,https://assets.coingecko.com/coins/images/12335/large/elrond3_360.png?1626341589,299.92,6024727618,34,,230057785.0,310.88,268.8,31.12,11.57623,604746595.0,11.15773,20185589.0,20397843.0,,545.64,-45.22949,2021-11-23T10:33:26.737Z,6.51,4492.97765,2020-10-07T01:44:53.554Z,,2021-12-07T15:09:31.292Z,2.3300226395560215,11.576229815980362,,,
internet-computer,icp,Internet Computer,https://assets.coingecko.com/coins/images/14495/large/Internet_Computer_logo.png?1620703073,30.56,5594412367,35,14288645516.0,265147111.0,31.16,28.48,2.08,7.30949,420833609.0,8.13428,183710553.9,469213710.0,469213710.0,700.65,-95.65368,2021-05-10T16:05:53.653Z,24.29,25.36584,2021-12-04T05:33:43.785Z,,2021-12-07T15:10:37.327Z,2.2409348657532977,7.309492180190732,,,
filecoin,fil,Filecoin,https://assets.coingecko.com/coins/images/12817/large/filecoin.png?1602753933,39.76,5346584286,36,78470935952.0,566896770.0,39.91,36.96,2.81,7.59118,459886093.0,9.41098,134298477.0,1971076602.0,1971076602.0,236.84,-83.19045,2021-04-01T13:29:41.564Z,20.06,98.46756,2020-12-29T22:32:28.483Z,,2021-12-07T15:11:11.433Z,0.8435439628661227,7.591178528840263,,,
decentraland,mana,Decentraland,https://assets.coingecko.com/coins/images/878/large/decentraland-mana.png?1550108745,3.97,5256995062,37,8689089144.0,1319842160.0,4.08,3.37,0.60285,17.88563,787020669.0,17.60683,1327372145.9864838,2193963427.32015,2193963427.32015,5.85,-32.30945,2021-11-25T10:04:18.534Z,0.00923681,42776.85823,2017-10-31T00:00:00.000Z,,2021-12-07T15:12:23.377Z,1.3628548186130736,17.885633954895823,197.6715803481986,usd,19767.15803481986
ethereum-classic,etc,Ethereum Classic,https://assets.coingecko.com/coins/images/453/large/ethereum-classic-logo.png?1547034169,40.1,5256444982,38,8423692276.0,1042364823.0,40.04,36.79,3.31,8.9841,437858874.0,9.08687,131478325.808947,210700000.0,210700000.0,167.09,-76.08541,2021-05-06T18:34:22.133Z,0.615038,6396.79917,2016-07-25T00:00:00.000Z,,2021-12-07T15:10:53.354Z,1.7544070489308006,8.984101947453707,88.10584247590607,usd,8810.584247590607
hedera-hashgraph,hbar,Hedera,https://assets.coingecko.com/coins/images/3688/large/hbar.png?1637045634,0.287484,5251085512,39,,70853765.0,0.288767,0.254367,0.0331166,13.01922,661069013.0,14.40232,18287622674.0,50000000000.0,,0.569229,-49.55654,2021-09-15T10:40:28.318Z,0.00986111,2811.83,2020-01-02T17:30:24.852Z,,2021-12-07T15:09:56.529Z,1.8720349133483793,13.01922364083388,,,
the-sandbox,sand,The Sandbox,https://assets.coingecko.com/coins/images/12129/large/sandbox_logo.jpg?1597397942,5.55,5058795335,40,16615911855.0,1185781925.0,5.75,4.99,0.560067,11.21309,503151973.0,11.04459,913364619.2233225,3000000000.0,3000000000.0,8.4,-34.03868,2021-11-25T06:04:40.957Z,0.02897764,19013.48721,2020-11-04T15:59:14.441Z,,2021-12-07T15:09:42.893Z,1.6017966231384235,11.213087385607645,,,
theta-token,theta,Theta Network,https://assets.coingecko.com/coins/images/2538/large/theta-token-logo.png?1548387191,4.85,4846203372,41,,216378467.0,4.89,4.35,0.503495,11.58673,513510589.0,11.852,1000000000.0,1000000000.0,,15.72,-69.16819,2021-04-16T13:15:11.190Z,0.04039979,11896.77813,2020-03-13T02:24:16.483Z,,2021-12-07T15:11:19.055Z,2.2383136041676814,11.586727113667868,31.326286457585194,usd,3132.6286457585193
cdai,cdai,cDAI,https://assets.coingecko.com/coins/images/9281/large/cDAI.png?1576467585,0.02169685,4671650591,42,,26442954.0,0.02197952,0.02152889,-4.4509302e-05,-0.20472,-42352426.324809074,-0.89844,214322725567.494,214322725567.494,,0.03159087,-31.00135,2020-10-12T21:29:00.007Z,0.00728854,199.06209,2020-03-18T04:29:40.819Z,,2021-12-07T15:10:38.513Z,-0.34058163367010347,-0.20472178198585408,,,
fantom,ftm,Fantom,https://assets.coingecko.com/coins/images/4001/large/Fantom.png?1558015016,1.68,4265906131,43,5329963760.0,617903816.0,1.71,1.4,0.281125,20.14304,744342880.0,21.13672,2541152731.01,3175000000.0,3175000000.0,3.46,-51.50116,2021-10-28T05:19:39.845Z,0.00190227,88077.19422,2020-03-13T02:25:38.280Z,,2021-12-07T15:11:37.358Z,0.24324018754904392,20.143035594964527,54.8922818060711,usd,5489.22818060711
near,near,Near,https://assets.coingecko.com/coins/images/10365/large/near_icon.png?1601359077,7.47,4260451632,44,7458195345.0,161088070.0,7.48,6.8,0.668856,9.83787,381327270.0,9.83024,571244307.108182,1000000000.0,1000000000.0,13.2,-43.48842,2021-10-26T13:09:48.238Z,0.526762,1315.85552,2020-11-04T16:09:15.137Z,,2021-12-07T15:11:12.030Z,1.1796406315072476,9.837872941907202,,,
compound-usd-coin,cusdc,cUSDC,https://assets.coingecko.com/coins/images/9442/large/Compound_USDC.png?1567581577,0.02234261,3777791952,45,,16875583.0,0.02351898,0.02216307,-3.7258614e-05,-0.16648,-95645833.82203627,-2.46928,168306432993.948,168306432993.948,,0.058843,-61.85484,2020-10-21T11:24:27.820Z,0.00620705,261.61944,2021-03-04T08:11:37.438Z,,2021-12-07T15:10:34.785Z,-0.25987680350856895,-0.16648272045453674,,,
magic-internet-money,mim,Magic Internet Money,https://assets.coingecko.com/coins/images/16786/large/mimlogopng.png?1624979612,1.01,3761510629,46,,384346014.0,1.02,0.992768,0.00719432,0.71867,35991385.0,0.96608,3719652207.24997,3719652207.24997,,1.04,-2.75933,2021-10-06T13:25:17.751Z,0.919196,10.13198,2021-12-04T05:29:56.806Z,,2021-12-07T15:12:43.873Z,0.3498384285216053,0.718667743651264,,,
monero,xmr,Monero,https://assets.coingecko.com/coins/images/69/large/monero_logo.png?1547033729,207.29,3741339048,47,,148019709.0,207.46,193.16,14.13,7.31446,272153915.0,7.84489,18042150.5702402,,,542.33,-61.76345,2018-01-09T00:00:00.000Z,0.216177,95824.59533,2015-01-14T00:00:00.000Z,,2021-12-07T15:11:29.214Z,2.246198002607053,7.314463323283296,,,
gala,gala,Gala,https://assets.coingecko.com/coins/images/12493/large/GALA-COINGECKO.png?1600233435,0.493611,3717993642,48,24646969386.0,1062595729.0,0.532914,0.445977,0.04763349,10.6807,374334265.0,11.19535,7542496572.319239,36303578588.1014,50000000000.0,0.824837,-40.23793,2021-11-26T01:03:48.731Z,0.00013475,365719.54948,2020-12-28T08:46:48.367Z,,2021-12-07T15:10:58.809Z,2.500192431091628,10.680696416836453,,,
bittorrent-2,btt,BitTorrent,https://assets.coingecko.com/coins/images/7595/large/BTT_Token_Graphic.png?1555066995,0.0039932,3690612555,49,,3021732099.0,0.00408275,0.00285916,0.00103927,35.1825,958917360.0,35.10338,932497500000.0,990000000000.0,,0.01356626,-70.82637,2021-04-05T04:09:06.433Z,0.00013814,2764.98442,2020-03-13T02:22:57.629Z,,2021-12-07T15:10:10.886Z,2.4652838909655284,35.182501603117025,32.27667711466422,usd,3227.6677114664217
tezos,xtz,Tezos,https://assets.coingecko.com/coins/images/976/large/Tezos-logo.png?1547034862,4.25,3684465313,50,,173483429.0,4.26,3.94,0.181914,4.46709,198713830.0,5.70075,868961131.58003,,,9.12,-53.64115,2021-10-04T00:41:18.025Z,0.350476,1105.81807,2018-12-07T00:00:00.000Z,,2021-12-07T15:11:30.855Z,2.861837352167639,4.467087328989751,8.051545436871011,usd,805.1545436871011
the-graph,grt,The Graph,https://assets.coingecko.com/coins/images/13397/large/Graph_Token.png?1608145566,0.712287,3525240379,51,7111862917.0,126427035.0,0.724482,0.636673,0.075614,11.87647,393482099.0,12.56426,4956845231.0,10000000000.0,10000000000.0,2.84,-74.97138,2021-02-12T07:28:45.775Z,0.103254,588.77437,2020-12-17T21:28:41.332Z,,2021-12-07T15:11:12.463Z,2.307582583783806,11.876468206132172,,,
klay-token,klay,Klaytn,https://assets.coingecko.com/coins/images/9672/large/CjbT82vP_400x400.jpg?1570548320,1.37,3510126749,52,,27265444.0,1.38,1.23,0.147558,12.02969,403135236.0,12.9751,2551453976.6,,,4.34,-68.29305,2021-03-30T03:44:28.828Z,0.06044,2176.21823,2020-04-29T08:19:34.574Z,,2021-12-07T15:11:17.728Z,1.905406501823341,12.029689351708367,,,
iota,miota,IOTA,https://assets.coingecko.com/coins/images/692/large/IOTA_Swirl.png?1604238557,1.21,3366926215,53,,84139309.0,1.22,1.08,0.127001,11.72666,380642435.0,12.74636,2779530283.277761,2779530283.0,,5.25,-76.92853,2017-12-19T00:00:00.000Z,0.081637,1383.35293,2020-03-13T02:22:41.168Z,,2021-12-07T15:11:16.719Z,1.5049919652075003,11.726663386927468,16.52337101058497,btc,1652.337101058497
leo-token,leo,LEO Token,https://assets.coingecko.com/coins/images/8418/large/leo-token.png?1558326215,3.55,3347037388,54,,1035910.0,3.7,3.51,0.02004786,0.56727,33435541.0,1.00904,939993683.9,985239504.0,,3.95,-9.7443,2021-05-14T13:54:31.192Z,0.799859,345.16611,2019-12-24T15:14:35.376Z,,2021-12-07T15:11:41.245Z,0.044209527840346104,0.5672703101990272,,,
helium,hnt,Helium,https://assets.coingecko.com/coins/images/4284/large/Helium_HNT.png?1612620071,33.27,3336901036,55,7401369140.0,28661878.0,33.76,28.7,4.57,15.90689,463841995.0,16.14453,100539361.984279,223000000.0,223000000.0,54.88,-39.53284,2021-11-12T23:08:25.301Z,0.113248,29200.90483,2020-04-18T00:19:10.902Z,,2021-12-07T15:11:50.941Z,2.920361833637742,15.906894859617134,,,
flow,flow,Flow,https://assets.coingecko.com/coins/images/13446/large/5f6294c0c7a8cda55cb1c936_Flow_Wordmark.png?1631696776,10.24,3211835854,56,,77376613.0,10.34,9.09,1.15,12.60323,369239126.0,12.9895,314343134.0,1391836785.92247,,42.4,-75.90024,2021-04-05T13:49:10.098Z,4.95,106.41638,2021-01-27T15:34:04.000Z,,2021-12-07T15:11:03.649Z,1.7368709316766915,12.603226373516623,,,
eos,eos,EOS,https://assets.coingecko.com/coins/images/738/large/eos-eos-logo.png?1547034481,3.28,3205015392,57,,844064427.0,3.31,3.17,0.11574,3.65382,99967831.0,3.21953,976539355.2854,,,22.71,-85.55465,2018-04-29T07:50:33.540Z,0.5024,553.01002,2017-10-23T00:00:00.000Z,,2021-12-07T15:11:36.642Z,1.3735204496079119,3.653823180748741,2.3165403994873093,usd,231.6540399487309
loopring,lrc,Loopring,https://assets.coingecko.com/coins/images/913/large/LRC.png?1572852344,2.55,3169875818,58,3496844456.0,1088671314.0,2.62,1.9,0.64627,33.99745,803845439.0,33.97443,1245991468.94246,1373873440.44246,1374513896.0,3.75,-31.84732,2021-11-10T14:59:53.164Z,0.01963893,12913.01573,2019-12-18T13:14:41.553Z,,2021-12-07T15:11:19.763Z,-1.9247258873254984,33.99744683505852,41.45345130770463,usd,4145.345130770464
pancakeswap-token,cake,PancakeSwap,https://assets.coingecko.com/coins/images/12632/large/pancakeswap-cake-logo_%281%29.png?1629359065,12.54,3087652310,59,,158007343.0,12.54,11.64,0.901843,7.74603,233521442.0,8.18188,246880082.365436,,,43.96,-71.55282,2021-04-30T10:08:22.934Z,0.194441,6332.14066,2020-11-03T14:29:34.165Z,,2021-12-07T15:12:42.449Z,2.253492790397478,7.7460299137810065,,,
radix,xrd,Radix,https://assets.coingecko.com/coins/images/4374/large/Radix.png?1629701658,0.31413,3052961689,60,7547446941.0,1845503.0,0.329317,0.26704,0.04708976,17.63394,500232350.0,19.59598,9708061694.9374,12108038628.2102,24000000000.0,0.651264,-51.71281,2021-11-14T16:09:27.130Z,0.086235,264.67325,2021-09-13T04:50:07.104Z,,2021-12-07T15:08:34.815Z,-0.8858416972305801,17.63394382519748,,,
olympus,ohm,Olympus,https://assets.coingecko.com/coins/images/14483/large/token_OHM_%281%29.png?1628311611,538.29,3046198732,61,3566011554.0,99517911.0,572.43,515.58,22.71,4.40515,169866142.0,5.90565,5662937.821970873,6629279.13730919,6629279.13730919,1415.26,-61.99141,2021-04-25T00:00:00.000Z,162.79,230.43945,2021-05-23T22:25:07.703Z,,2021-12-07T15:10:09.341Z,1.0166914717555962,4.40515093632917,,,
bitcoin-cash-sv,bsv,Bitcoin SV,https://assets.coingecko.com/coins/images/6799/large/BSV.png?1558947902,164.59,3014506078,62,,1019725465.0,162.43,117.04,47.56,40.634,792503548.0,35.66619,18917464.144239,21000000.0,,489.75,-67.4628,2021-04-16T17:09:04.630Z,42.02,279.25138,2018-11-23T00:00:00.000Z,,2021-12-07T15:11:43.623Z,3.3462242930423094,40.633996856725865,,,
