id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,price_change_percentage_1h_in_currency,price_change_percentage_24h_in_currency,roi.times,roi.currency,roi.percentage
enjincoin,enj,Enjin Coin,https://assets.coingecko.com/coins/images/1102/large/enjin-coin-logo.png?1547035078,2.91,2714606604,63,2905371373.0,343937480.0,2.98,2.49,0.420647,16.88674,395194362.0,17.03856,934340659.567558,1000000000.0,1000000000.0,4.82,-39.75172,2021-11-25T09:53:41.955Z,0.01865964,15460.67205,2017-11-12T00:00:00.000Z,,2021-12-07T15:11:20.329Z,1.7469380467856959,16.886738622825018,,,
kusama,ksm,Kusama,https://assets.coingecko.com/coins/images/9568/large/m4zRhP5e_400x400.jpg?1576190080,302.63,2713933066,64,3022164172.0,95549940.0,303.47,264.01,38.62,14.62842,346793886.0,14.65034,8980098.074112339,10000000.0,10000000.0,621.71,-51.38911,2021-05-18T05:04:41.858Z,0.876572,34377.06568,2020-01-14T19:20:20.768Z,,2021-12-07T15:11:28.914Z,1.4725739562753182,14.628421520089887,,,
aave,aave,Aave,https://assets.coingecko.com/coins/images/12645/large/AAVE.png?1601374110,195.05,2611045458,65,3113458719.0,242861860.0,194.98,170.39,24.65,14.46797,330814178.0,14.50792,13418108.636297252,16000000.0,16000000.0,661.69,-70.59167,2021-05-18T21:19:59.514Z,26.02,647.76508,2020-11-05T09:20:11.928Z,,2021-12-07T15:12:22.361Z,2.3663834980623264,14.46797156482428,,,
amp-token,amp,Amp,https://assets.coingecko.com/coins/images/12409/large/amp-200x200.png?1599625397,0.053175,2566291491,66,5303475481.0,43628909.0,0.054713,0.04970017,0.00323854,6.4853,202044562.0,8.54583,48013928909.1577,99441427281.7644,99225164238.50153,0.120813,-55.75884,2021-06-16T16:03:41.147Z,0.00250501,2033.67837,2020-11-04T13:18:12.191Z,,2021-12-07T15:11:03.594Z,1.6269190517131813,6.485304124233784,,,
ecash,xec,eCash,https://assets.coingecko.com/coins/images/16646/large/Logo_final-22.png?1628239446,0.0001334,2532462003,67,2811284214.0,82362241.0,0.00013704,0.00012462,8.5e-06,6.80367,207058708.0,8.90421,18917227146789.4,21000000000000.0,21000000000000.0,0.00038001,-64.7721,2021-09-04T17:09:31.137Z,1.847e-05,624.80413,2021-07-20T20:49:46.212Z,,2021-12-07T15:10:58.699Z,0.34094455951317665,6.803668731603885,,,
blockstack,stx,Stacks,https://assets.coingecko.com/coins/images/2069/large/Stacks_logo_full.png?1604112510,2.4,2522857846,68,,61227108.0,2.42,2.07,0.325453,15.70124,366250679.0,16.98273,1052561461.68777,1818000000.0,,3.39,-29.47451,2021-12-01T01:32:34.725Z,0.04559639,5142.86571,2020-03-13T02:29:26.415Z,,2021-12-07T15:11:35.354Z,2.7308783113039263,15.701243650506742,18.985299448940133,usd,1898.5299448940134
maker,mkr,Maker,https://assets.coingecko.com/coins/images/1364/large/Mark_Maker.png?1585191826,2686.02,2424138646,69,2704569466.0,71477041.0,2691.56,2438.48,247.54,10.15127,231247260.0,10.54531,901310.9472893132,988873.563988944,1005577.0,6292.31,-57.25627,2021-05-03T21:54:29.333Z,168.36,1497.53416,2020-03-16T20:52:36.527Z,,2021-12-07T15:11:34.895Z,1.1698462786663528,10.151265462071136,,,
arweave,ar,Arweave,https://assets.coingecko.com/coins/images/4343/large/oRt6SiEN_400x400.jpg?1591059616,48.32,2409657054,70,3173859909.0,53008124.0,48.35,41.88,6.44,15.37147,328673608.0,15.79415,50108502.0,64598643.0,66000000.0,89.24,-46.15478,2021-11-05T04:14:42.689Z,0.298788,15981.26705,2020-01-31T06:47:36.543Z,,2021-12-07T15:11:51.304Z,2.87342413689296,15.371474795253256,64.29755605929404,usd,6429.755605929404
quant-network,qnt,Quant,https://assets.coingecko.com/coins/images/3370/large/5ZOu7brX_400x400.jpg?1612437252,171.18,2300787269,71,2508791842.0,52163311.0,179.31,164.83,5.82,3.52257,187157037.0,8.85477,13400967.469289193,14612493.0,14612493.0,427.42,-59.83174,2021-09-11T09:15:00.668Z,0.215773,79468.75026,2018-08-23T00:00:00.000Z,,2021-12-07T15:12:50.516Z,0.9322916076730475,3.5225682139650702,15.686549698816366,eth,1568.6549698816366
thorchain,rune,THORChain,https://assets.coingecko.com/coins/images/6595/large/RUNE.png?1614160507,7.81,2296325278,72,3871840889.0,89543904.0,7.8,6.87,0.947024,13.78997,265119616.0,13.05233,296541792.91730165,500000000.0,500000000.0,20.87,-62.89131,2021-05-19T00:30:09.436Z,0.00851264,90866.88061,2019-09-28T00:00:00.000Z,,2021-12-07T15:11:18.785Z,2.935696659822133,13.789970138782037,204.64492701795672,usd,20464.492701795672
harmony,one,Harmony,https://assets.coingecko.com/coins/images/4344/large/Y88JAze.png?1565065793,0.197609,2254966911,73,2589135416.0,123866998.0,0.198816,0.166415,0.0311935,18.74436,353075221.0,18.56442,11458051058.1007,13156044839.793139,13156044839.793139,0.37902,-48.07615,2021-10-26T09:28:49.782Z,0.00127355,15352.99657,2020-03-13T02:24:14.005Z,,2021-12-07T15:11:16.118Z,-0.08787952707769313,18.744357078892453,61.23902962719263,usd,6123.902962719263
zcash,zec,Zcash,https://assets.coingecko.com/coins/images/486/large/circle-zcash-color.png?1547034197,179.49,2139653446,74,3783903690.0,434423978.0,184.92,167.11,12.38,7.40588,165890946.0,8.40481,11874700.3225468,21000000.0,21000000.0,3191.93,-94.35495,2016-10-29T00:00:00.000Z,19.75,812.16495,2020-03-13T02:20:55.002Z,,2021-12-07T15:09:46.204Z,1.473937670055835,7.4058832615490555,,,
neo,neo,NEO,https://assets.coingecko.com/coins/images/480/large/NEO_512_512.png?1594357361,30.19,2128722750,75,,185488025.0,30.44,27.72,2.47,8.91686,182709530.0,9.38892,70530000.0,100000000.0,,198.38,-84.78597,2018-01-15T00:00:00.000Z,0.078349,38422.06349,2016-10-21T00:00:00.000Z,,2021-12-07T15:11:49.460Z,1.000262544325116,8.916856943366348,837.734919867302,usd,83773.4919867302
huobi-btc,hbtc,Huobi BTC,https://assets.coingecko.com/coins/images/12407/large/Unknown-5.png?1599624896,51550.0,2050688835,76,2050688835.0,5472320.0,51735.0,48251.0,3299.13,6.83748,126571577.0,6.57816,39884.082204742,39884.082204742,39884.082204742,69325.0,-25.83315,2021-05-10T02:33:06.038Z,11209.02,358.70394,2020-10-12T03:56:16.768Z,,2021-12-07T15:09:43.192Z,1.0870302903761941,6.837479709887716,,,
bitcoin-cash-abc-2,bcha,Bitcoin Cash ABC,https://assets.coingecko.com/coins/images/13120/large/Logo_final-21.png?1624892810,107.02,2011416041,77,,710.19,116.43,97.54,-8.072329073114,-7.01354,-151960112.37645578,-7.02421,18794058.3967894,21000000.0,,378.12,-71.69558,2021-09-04T17:15:31.514Z,9.21,1062.06692,2020-11-15T18:28:32.658Z,,2021-12-07T13:55:00.009Z,,-7.0135393512849085,,,
basic-attention-token,bat,Basic Attention Token,https://assets.coingecko.com/coins/images/677/large/basic-attention-token.png?1547034427,1.35,2007343513,78,2016787317.0,634145050.0,1.4,1.19,0.157375,13.23292,243697678.0,13.81784,1492976103.4473505,1500000000.0,1500000000.0,1.9,-29.25624,2021-11-28T00:23:51.354Z,0.072394,1757.23746,2017-07-16T00:00:00.000Z,,2021-12-07T15:10:02.638Z,1.3817240895928882,13.232920461515013,0.9514431753199891,eth,95.14431753199891
waves,waves,Waves,https://assets.coingecko.com/coins/images/425/large/waves.png?1548386117,19.72,1969748683,79,,108527231.0,19.95,18.96,0.764918,4.03524,72683356.0,3.83136,100000000.0,100000000.0,,43.01,-54.2066,2021-05-04T06:49:41.528Z,0.130878,14950.26577,2016-08-02T00:00:00.000Z,,2021-12-07T15:11:24.725Z,1.5191612257616356,4.0352353499778735,103.89830403757713,usd,10389.830403757713
kadena,kda,Kadena,https://assets.coingecko.com/coins/images/3693/large/djLWD6mR_400x400.jpg?1591080616,11.98,1922154525,80,11939857790.0,71740196.0,13.06,10.56,1.41,13.37299,239777973.0,14.25234,160986383.48437,1000000000.0,1000000000.0,27.64,-56.79551,2021-11-11T13:22:45.731Z,0.065811,18042.54548,2020-03-13T02:00:28.582Z,,2021-12-07T15:09:01.174Z,2.191852033336791,13.372994704269361,10.97689682634072,usd,1097.689682634072
theta-fuel,tfuel,Theta Fuel,https://assets.coingecko.com/coins/images/8029/large/1_0YusgngOrriVg4ZYx4wOFQ.png?1553483622,0.259102,1886178774,81,,55606901.0,0.265472,0.241956,0.0132759,5.40053,49552231.0,2.698,0.0,5301200000.0,,0.68159,-62.08687,2021-06-09T06:50:55.818Z,0.00090804,28358.2607,2020-03-13T02:30:37.972Z,,2021-12-07T15:09:42.586Z,0.7046468234381104,5.400526075664063,,,
holotoken,hot,Holo,https://assets.coingecko.com/coins/images/3348/large/Holologo_Profile.png?1547037966,0.01030114,1827498636,82,,249245012.0,0.01052833,0.00921607,0.00107511,11.65306,199895858.0,12.28161,177619433541.141,177619433541.141,,0.03126682,-67.1062,2021-04-05T16:04:52.608Z,0.0002202,4570.70745,2020-03-13T02:23:01.612Z,,2021-12-07T15:11:31.395Z,1.8038465998816926,11.653060188872132,9.300554342157513,eth,930.0554342157512
chiliz,chz,Chiliz,https://assets.coingecko.com/coins/images/8834/large/Chiliz.png?1561970540,0.338329,1802666803,83,2998411541.0,279508837.0,0.341343,0.296459,0.0418698,14.1233,230341448.0,14.64973,5344064580.0,8888888888.0,8888888888.0,0.878633,-61.60841,2021-03-13T08:04:21.200Z,0.00410887,8109.57891,2019-09-28T00:00:00.000Z,,2021-12-07T15:11:32.034Z,1.8884871253271946,14.123297707373544,14.378584300549681,usd,1437.8584300549683
kucoin-shares,kcs,KuCoin Token,https://assets.coingecko.com/coins/images/1047/large/sa9z79.png?1610678720,22.87,1758054416,84,,38658572.0,22.81,20.12,2.74,13.62459,212399582.0,13.74172,77073331.0,167073331.0,,28.83,-20.8802,2021-12-01T15:09:35.541Z,0.342863,6552.84588,2019-02-07T00:00:00.000Z,,2021-12-07T15:10:50.213Z,1.7783528612318171,13.624593677768349,,,
link,ln,LINK,https://assets.coingecko.com/coins/images/6450/large/linklogo.png?1547042644,267.76,1610528407,85,,14150361.0,272.85,221.02,46.73,21.14339,306616631.0,23.51514,5976007.018856,6045959.0,,345.88,-22.08407,2021-04-01T22:19:00.034Z,1.05,25444.97304,2018-12-26T00:00:00.000Z,,2021-12-07T15:09:30.715Z,-1.0289246578797104,21.14339285316394,,,
celsius-degree-token,cel,Celsius Network,https://assets.coingecko.com/coins/images/3263/large/CEL_logo.png?1609598753,3.73,1577849487,86,,2871466.0,3.82,3.68,0.03096245,0.8368,11078009.0,0.70706,423415980.3475,695090076.6871,,8.05,-53.69112,2021-06-04T00:04:12.584Z,0.02620268,14121.73636,2018-12-07T00:00:00.000Z,,2021-12-07T15:10:39.562Z,0.7946787294278166,0.8367973713791067,11.436917049295854,usd,1143.6917049295853
curve-dao-token,crv,Curve DAO Token,https://assets.coingecko.com/coins/images/12124/large/Curve.png?1597369484,3.86,1507080465,87,12700164758.0,331210787.0,3.92,3.35,0.50554,15.07178,200004872.0,15.30171,391958099.3931446,1645109931.52786,3303030299.0,54.01,-92.88044,2020-08-14T04:53:44.010Z,0.331577,1059.60993,2020-11-05T13:09:50.181Z,,2021-12-07T15:09:57.582Z,0.90174334904527,15.071781699591122,,,
dash,dash,Dash,https://assets.coingecko.com/coins/images/19/large/dash-logo.png?1548385930,141.5,1478565164,88,,279759902.0,143.99,128.41,13.08,10.18918,144757667.0,10.85297,10468116.9946089,18920000.0,,1493.59,-90.54329,2017-12-20T00:00:00.000Z,0.213899,65933.32224,2014-02-14T00:00:00.000Z,,2021-12-07T15:10:55.930Z,1.876684564725593,10.18918090389342,,,
nexo,nexo,NEXO,https://assets.coingecko.com/coins/images/3695/large/nexo.png?1548086057,2.61,1462586120,89,2611760881.0,28451750.0,2.64,2.04,0.568308,27.89634,326694762.0,28.76109,560000010.0064,1000000000.0,1000000000.0,4.07,-35.79696,2021-05-12T14:37:47.535Z,0.04515276,5684.27716,2018-09-13T00:00:00.000Z,,2021-12-07T15:09:58.174Z,-0.738657558864367,27.89633678051634,25.05520168108501,usd,2505.520168108501
compound-governance-token,comp,Compound,https://assets.coingecko.com/coins/images/10775/large/COMP.png?1592625425,230.12,1427998405,90,2301546817.0,81390370.0,230.18,203.11,27.01,13.29875,173704178.0,13.84876,6204515.999887176,10000000.0,10000000.0,910.54,-74.72335,2021-05-12T02:29:08.794Z,61.32,275.32199,2020-06-18T12:54:32.788Z,,2021-12-07T15:09:45.464Z,0.9008790561119137,13.298754571657959,,,
celo,celo,Celo,https://assets.coingecko.com/coins/images/11090/large/icon-celo-CELO-color-500.png?1592293590,3.82,1398099140,91,3807412925.0,42911736.0,3.87,3.44,0.378854,11.02013,140516830.0,11.17357,367204495.0,1000000000.0,1000000000.0,9.82,-61.23311,2021-08-30T14:25:09.929Z,0.800156,375.83402,2020-05-22T04:15:27.736Z,,2021-12-07T15:12:04.192Z,1.483853721320225,11.020132552851102,,,
msol,msol,Marinade staked SOL,https://assets.coingecko.com/coins/images/17752/large/PJ7Scn3.png?1629175951,204.36,1387118559,92,1387118559.0,92206642.0,206.72,185.19,19.17,10.35192,129711914.0,10.31583,6796269.82092189,6796269.82092189,6796269.82092189,3541.84,-94.23746,2021-08-23T22:16:35.076Z,42.4,381.37751,2021-08-30T10:27:09.425Z,,2021-12-07T15:09:45.502Z,0.8967674700295362,10.351922689454772,,,
wonderland,time,Wonderland,https://assets.coingecko.com/coins/images/18126/large/time.PNG?1630621941,6056.71,1382961574,93,,89873427.0,6064.74,5114.86,941.85,18.41403,214127407.0,18.31974,228574.54315,228574.54315,,10063.72,-39.87932,2021-11-07T19:15:45.691Z,548.37,1003.3411,2021-09-02T23:16:06.662Z,,2021-12-07T15:10:28.640Z,0.9155688801063304,18.41403358301027,,,
huobi-token,ht,Huobi Token,https://assets.coingecko.com/coins/images/2822/large/huobi-token-logo.png?1547036992,8.67,1378319405,94,4325942532.0,101496747.0,8.99,8.59,-0.188014327157,-2.12199,-19991464.395840645,-1.42969,159308566.25441208,500000000.0,500000000.0,39.66,-78.18528,2021-05-12T14:42:21.586Z,0.90862,852.20077,2019-01-30T00:00:00.000Z,,2021-12-07T15:12:05.081Z,0.8425891584093419,-2.121986668533225,7.759881774476551,usd,775.9881774476552
ecomi,omi,ECOMI,https://assets.coingecko.com/coins/images/4428/large/ECOMI.png?1557928886,0.00549858,1311943888,95,,9261121.0,0.00560482,0.00492137,0.00057721,11.72874,145139940.0,12.4391,237689829874.43,750000000000.0,,0.01343572,-58.91874,2021-03-19T17:20:53.999Z,3.37e-06,163638.95151,2019-11-04T10:52:42.729Z,,2021-12-07T15:10:53.106Z,0.7457376081878339,11.728735201715324,9.67062147766245,btc,967.062147766245
decred,dcr,Decred,https://assets.coingecko.com/coins/images/329/large/decred.png?1547034093,96.43,1306169408,96,,15310126.0,98.76,89.45,6.98,7.80239,98351202.0,8.14288,13564942.0946921,21000000.0,,247.35,-61.07147,2021-04-17T00:41:14.790Z,0.43154,22213.15629,2016-12-26T00:00:00.000Z,,2021-12-07T15:11:39.798Z,1.4278389592006997,7.802389337668061,,,
frax,frax,Frax,https://assets.coingecko.com/coins/images/13422/large/frax_logo.png?1608476506,1.01,1303582382,97,1303582382.0,30620335.0,1.03,0.995173,0.00610097,0.60948,14025414.0,1.08761,1288574681.90788,1288574681.90788,1288574681.90788,1.14,-11.29418,2021-02-07T12:55:35.766Z,0.891635,13.4597,2021-12-04T05:33:57.315Z,,2021-12-07T15:11:02.610Z,0.40394299815202,0.6094807317259787,,,
true-usd,tusd,TrueUSD,https://assets.coingecko.com/coins/images/3449/large/tusd.png?1618395665,1.0,1291699934,98,,199207433.0,1.01,0.992618,-0.002611341971,-0.25991,31430758.0,2.49397,1290872089.84673,1290872089.84673,,1.62,-38.17526,2018-08-26T20:41:09.375Z,0.88355,13.25239,2020-03-12T10:47:51.380Z,,2021-12-07T15:12:20.402Z,0.23659299823197374,-0.2599070490697681,,,
mina-protocol,mina,Mina Protocol,https://assets.coingecko.com/coins/images/15628/large/JM4_vQ34_400x400.png?1621394004,4.05,1288620528,99,,68800831.0,4.1,3.3,0.751059,22.77712,257858486.0,25.0163,314314051.840039,876142972.840039,,9.09,-54.89955,2021-06-01T01:42:37.064Z,0.925536,342.96361,2021-07-21T02:30:02.124Z,,2021-12-07T15:11:18.884Z,-0.2973787105746696,22.77712353266322,,,
nem,xem,NEM,https://assets.coingecko.com/coins/images/242/large/NEM_Logo_256x256.png?1598687029,0.141004,1269655329,100,,40726732.0,0.14173,0.129066,0.01193869,9.25009,107883783.0,9.28614,8999999999.0,8999999999.0,,1.87,-92.4501,2018-01-07T00:00:00.000Z,8.482e-05,166226.69367,2015-09-05T00:00:00.000Z,,2021-12-07T15:11:50.270Z,1.620329865709828,9.250092492193156,,,
