id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,price_change_percentage_1h_in_currency,price_change_percentage_24h_in_currency,roi.times,roi.currency,roi.percentage
olympus,ohm,Olympus,https://assets.coingecko.com/coins/images/14483/large/token_OHM_%281%29.png?1628311611,470.24,2830322657,60,3234484844.0,69429863.0,473.47,429.26,28.5,6.45102,196410830.0,7.457,6035260.097867281,6897078.41986532,6897078.41986532,1415.26,-66.8426,2021-04-25T00:00:00.000Z,162.79,188.2641,2021-05-23T22:25:07.703Z,,2021-12-13T04:27:03.561Z,1.6082242373819298,6.451015523049886,,,
kusama,ksm,Kusama,https://assets.coingecko.com/coins/images/9568/large/m4zRhP5e_400x400.jpg?1576190080,300.7,2701802065,61,3008655410.0,61282539.0,307.21,292.9,2.94,0.98593,25657913.0,0.95876,8980098.074112339,10000000.0,10000000.0,621.71,-51.62627,2021-05-18T05:04:41.858Z,0.876572,34208.85968,2020-01-14T19:20:20.768Z,,2021-12-13T04:26:21.796Z,-1.7556315135521794,0.9859335430036315,,,
radix,xrd,Radix,https://assets.coingecko.com/coins/images/4374/large/Radix.png?1629701658,0.274899,2671335187,62,6600500401.0,750106.0,0.300447,0.265897,-0.011189690642,-3.91127,-107218996.5988326,-3.85881,9713209695.2614,12113163580.2354,24000000000.0,0.651264,-57.7712,2021-11-14T16:09:27.130Z,0.086235,218.91923,2021-09-13T04:50:07.104Z,,2021-12-13T04:23:48.235Z,-0.9638114751071611,-3.911269478952152,,,
quant-network,qnt,Quant,https://assets.coingecko.com/coins/images/3370/large/5ZOu7brX_400x400.jpg?1612437252,190.7,2556954472,63,2785418885.0,94066007.0,219.94,188.12,-25.720642439371,-11.88447,-354215730.8537893,-12.16747,13413953.469289193,14612493.0,14612493.0,427.42,-55.40266,2021-09-11T09:15:00.668Z,0.215773,88242.24343,2018-08-23T00:00:00.000Z,,2021-12-13T04:28:39.845Z,0.7351514737069141,-11.884474358131644,19.43469862158578,eth,1943.4698621585783
bitcoin-cash-sv,bsv,Bitcoin SV,https://assets.coingecko.com/coins/images/6799/large/BSV.png?1558947902,130.01,2459784804,64,,128312818.0,135.44,129.32,-5.180180172664,-3.83164,-90624334.42107105,-3.55333,18922357.894239,21000000.0,,489.75,-73.45707,2021-04-16T17:09:04.630Z,42.02,209.38253,2018-11-23T00:00:00.000Z,,2021-12-13T04:27:23.164Z,0.3153895139838914,-3.8316389480966766,,,
amp-token,amp,Amp,https://assets.coingecko.com/coins/images/12409/large/amp-200x200.png?1599625397,0.051116,2451143422,65,5065511491.0,14892387.0,0.052439,0.051023,-0.000373464398,-0.72532,-21552880.085540295,-0.87163,48013928909.1577,99441448762.0837,99225164238.50153,0.120813,-57.73603,2021-06-16T16:03:41.147Z,0.00250501,1938.32156,2020-11-04T13:18:12.191Z,,2021-12-13T04:28:41.598Z,-0.4441937450689719,-0.7253196601189285,,,
enjincoin,enj,Enjin Coin,https://assets.coingecko.com/coins/images/1102/large/enjin-coin-logo.png?1547035078,2.61,2431649467,66,2602529861.0,167092311.0,2.73,2.54,0.01235728,0.47637,10357763.0,0.42778,934340659.567558,1000000000.0,1000000000.0,4.82,-45.99814,2021-11-25T09:53:41.955Z,0.01865964,13847.37232,2017-11-12T00:00:00.000Z,,2021-12-13T04:26:55.643Z,0.30190705896085857,0.47637454407888125,,,
aave,aave,Aave,https://assets.coingecko.com/coins/images/12645/large/AAVE.png?1601374110,173.74,2332190823,67,2777101975.0,78771754.0,182.72,173.33,-5.827450669681,-3.24526,-74082261.1417141,-3.07871,13436688.138886573,16000000.0,16000000.0,661.69,-73.76394,2021-05-18T21:19:59.514Z,26.02,567.10391,2020-11-05T09:20:11.928Z,,2021-12-13T04:27:18.906Z,0.04232160867208579,-3.2452605590323675,,,
ecash,xec,eCash,https://assets.coingecko.com/coins/images/16646/large/Logo_final-22.png?1628239446,0.00011654,2204549683,68,2446623131.0,23455484.0,0.00012159,0.00011613,-4.154919e-06,-3.44243,-70606778.5346508,-3.10338,18922220896789.4,21000000000000.0,21000000000000.0,0.00038001,-69.34053,2021-09-04T17:09:31.137Z,1.847e-05,530.81004,2021-07-20T20:49:46.212Z,,2021-12-13T04:27:33.144Z,0.3304586763418929,-3.4424341523097985,,,
maker,mkr,Maker,https://assets.coingecko.com/coins/images/1364/large/Mark_Maker.png?1585191826,2400.93,2161615067,69,2411676460.0,50471210.0,2484.25,2389.68,-10.440378815046,-0.43296,-10952643.456330776,-0.50413,901310.9472893132,988240.047162073,1005577.0,6292.31,-61.88523,2021-05-03T21:54:29.333Z,168.36,1324.52822,2020-03-16T20:52:36.527Z,,2021-12-13T04:26:18.456Z,0.09194961184897059,-0.4329645509115923,,,
blockstack,stx,Stacks,https://assets.coingecko.com/coins/images/2069/large/Stacks_logo_full.png?1604112510,2.03,2138231993,70,,15397081.0,2.13,2.01,-0.0014583657,-0.07173,-1707752.565783739,-0.0798,1052561461.68777,1818000000.0,,3.39,-40.06862,2021-12-01T01:32:34.725Z,0.04559639,4355.29922,2020-03-13T02:29:26.415Z,,2021-12-13T04:27:25.243Z,0.4071885892446987,-0.07172726949447414,15.931259946797717,usd,1593.1259946797716
bitcoin-cash-abc-2,bcha,Bitcoin Cash ABC,https://assets.coingecko.com/coins/images/13120/large/Logo_final-21.png?1624892810,110.78,2081989379,71,,1656.44,111.33,107.38,3.4,3.16412,362556056.0,21.08579,18794058.3967894,21000000.0,,378.12,-70.70248,2021-09-04T17:15:31.514Z,9.21,1102.83966,2020-11-15T18:28:32.658Z,,2021-12-12T20:55:26.995Z,,3.164121363508553,,,
thorchain,rune,THORChain,https://assets.coingecko.com/coins/images/6595/large/RUNE.png?1614160507,6.99,2074675085,72,3486359117.0,38668839.0,7.23,6.66,0.128442,1.8712,36475381.0,1.78959,297541792.91730165,500000000.0,500000000.0,20.87,-66.50418,2021-05-19T00:30:09.436Z,0.00851264,82010.41869,2019-09-28T00:00:00.000Z,,2021-12-13T04:28:16.767Z,1.5548327143032505,1.8711966072352493,183.01536920477687,usd,18301.536920477687
harmony,one,Harmony,https://assets.coingecko.com/coins/images/4344/large/Y88JAze.png?1565065793,0.180044,2064426706,73,2368989863.0,89408780.0,0.193031,0.17287,0.00491715,2.80776,61565447.0,3.07387,11464671392.1007,13156044839.793139,13156044839.793139,0.37902,-52.49106,2021-10-26T09:28:49.782Z,0.00127355,14039.07979,2020-03-13T02:24:14.005Z,,2021-12-13T04:27:08.761Z,-2.9529558739580843,2.8077597821263347,55.70688136553912,usd,5570.688136553912
arweave,ar,Arweave,https://assets.coingecko.com/coins/images/4343/large/oRt6SiEN_400x400.jpg?1591059616,39.71,1987975283,74,2618445243.0,30061135.0,42.3,39.62,-1.368649956981,-3.33147,-66211732.3276906,-3.22326,50108502.0,64598643.0,66000000.0,89.24,-55.54056,2021-11-05T04:14:42.689Z,0.298788,13178.13594,2020-01-31T06:47:36.543Z,,2021-12-13T04:27:17.416Z,0.03514905432999324,-3.331472003703786,52.66728262270174,usd,5266.728262270174
zcash,zec,Zcash,https://assets.coingecko.com/coins/images/486/large/circle-zcash-color.png?1547034197,165.99,1974517939,75,3486036211.0,238690022.0,172.02,161.67,0.287584,0.17356,1647465.0,0.08351,11894562.8225468,21000000.0,21000000.0,3191.93,-94.80062,2016-10-29T00:00:00.000Z,19.75,740.15117,2020-03-13T02:20:55.002Z,,2021-12-13T04:26:56.724Z,0.24543973631456248,0.17355545889755894,,,
huobi-btc,hbtc,Huobi BTC,https://assets.coingecko.com/coins/images/12407/large/Unknown-5.png?1599624896,48829.0,1945967113,76,1945967113.0,3509375.0,50593.0,48668.0,-329.908661577756,-0.67111,-17195554.01867628,-0.87591,39884.082204742,39884.082204742,39884.082204742,69325.0,-29.6206,2021-05-10T02:33:06.038Z,11209.02,335.27948,2020-10-12T03:56:16.768Z,,2021-12-13T04:27:43.833Z,0.04029815963987085,-0.6711080052650855,,,
neo,neo,NEO,https://assets.coingecko.com/coins/images/480/large/NEO_512_512.png?1594357361,27.34,1926816126,77,,100927268.0,28.43,27.22,-0.33956655173,-1.2267,-28940132.21962309,-1.47974,70530000.0,100000000.0,,198.38,-86.229,2018-01-15T00:00:00.000Z,0.078349,34768.29514,2016-10-21T00:00:00.000Z,,2021-12-13T04:27:05.225Z,0.24711773527145084,-1.2267023551136371,758.4912206072695,usd,75849.12206072695
theta-fuel,tfuel,Theta Fuel,https://assets.coingecko.com/coins/images/8029/large/1_0YusgngOrriVg4ZYx4wOFQ.png?1553483622,0.224798,1886178774,78,,26997623.0,0.23281,0.219674,-0.00385611333,-1.68644,49552231.0,2.698,0.0,5301200000.0,,0.68159,-67.0167,2021-06-09T06:50:55.818Z,0.00090804,24657.84175,2020-03-13T02:30:37.972Z,,2021-12-13T04:27:05.879Z,1.5622183411045816,-1.686441021493108,,,
basic-attention-token,bat,Basic Attention Token,https://assets.coingecko.com/coins/images/677/large/basic-attention-token.png?1547034427,1.14,1698550518,79,1706541566.0,220557204.0,1.22,1.1,0.00144922,0.12763,11775187.0,0.69809,1492976103.4473505,1500000000.0,1500000000.0,1.9,-40.13491,2021-11-28T00:23:51.354Z,0.072394,1471.63955,2017-07-16T00:00:00.000Z,,2021-12-13T04:27:04.450Z,-0.03597565919253342,0.12763329474542173,0.8133341180366759,eth,81.33341180366759
kadena,kda,Kadena,https://assets.coingecko.com/coins/images/3693/large/djLWD6mR_400x400.jpg?1591080616,10.31,1658501235,80,10278405609.0,27627803.0,11.32,10.0,0.275099,2.74144,38770528.0,2.39364,161357830.96462,1000000000.0,1000000000.0,27.64,-62.80749,2021-11-11T13:22:45.731Z,0.065811,15517.97842,2020-03-13T02:00:28.582Z,,2021-12-13T04:27:57.858Z,-0.6498840806988699,2.7414445890262162,9.30992925289662,usd,930.992925289662
celsius-degree-token,cel,Celsius Network,https://assets.coingecko.com/coins/images/3263/large/CEL_logo.png?1609598753,3.91,1654386415,81,,1767262.0,3.93,3.82,0.02057205,0.5291,14278780.0,0.8706,423415980.3475,695026574.6871,,8.05,-51.44481,2021-06-04T00:04:12.584Z,0.02620268,14811.59176,2018-12-07T00:00:00.000Z,,2021-12-13T04:26:32.288Z,0.24770939583465154,0.5291014330431155,12.028943280068614,usd,1202.8943280068613
chiliz,chz,Chiliz,https://assets.coingecko.com/coins/images/8834/large/Chiliz.png?1561970540,0.299585,1600291003,82,2661795848.0,117522680.0,0.309455,0.294987,0.00112976,0.37854,8303740.0,0.5216,5344064580.0,8888888888.0,8888888888.0,0.878633,-65.91884,2021-03-13T08:04:21.200Z,0.00410887,7187.84431,2019-09-28T00:00:00.000Z,,2021-12-13T04:26:24.494Z,-0.04661830476625999,0.3785371732159227,12.617501351917523,usd,1261.7501351917522
huobi-token,ht,Huobi Token,https://assets.coingecko.com/coins/images/2822/large/huobi-token-logo.png?1547036992,9.99,1587489975,83,4982437583.0,87373127.0,10.05,9.85,-0.037065004776,-0.36969,-5410843.881495476,-0.33968,159308566.25441208,500000000.0,500000000.0,39.66,-74.87186,2021-05-12T14:42:21.586Z,0.90862,996.82992,2019-01-30T00:00:00.000Z,,2021-12-13T04:27:30.038Z,0.29783607792112754,-0.36969422653583583,9.089686230021345,usd,908.9686230021346
kucoin-shares,kcs,KuCoin Token,https://assets.coingecko.com/coins/images/1047/large/sa9z79.png?1610678720,20.56,1583220037,84,,12909630.0,21.24,20.39,-0.13139614302,-0.63509,-9440619.881756544,-0.59276,77073331.0,167073331.0,,28.83,-28.74848,2021-12-01T15:09:35.541Z,0.342863,5891.236,2019-02-07T00:00:00.000Z,,2021-12-13T04:27:03.779Z,0.2819131867134532,-0.635093335902491,,,
waves,waves,Waves,https://assets.coingecko.com/coins/images/425/large/waves.png?1548386117,15.82,1582076973,85,,83633993.0,16.8,15.63,0.051836,0.32872,7507429.0,0.47679,100000000.0,100000000.0,,43.01,-63.21965,2021-05-04T06:49:41.528Z,0.130878,11988.07641,2016-08-02T00:00:00.000Z,,2021-12-13T04:26:44.347Z,-0.1573010055909368,0.3287157804469231,83.1547163914416,usd,8315.47163914416
holotoken,hot,Holo,https://assets.coingecko.com/coins/images/3348/large/Holologo_Profile.png?1547037966,0.0086232,1528761965,86,,132100360.0,0.00902371,0.00855506,-0.000127316489,-1.45496,-22761968.83194661,-1.46707,177619433541.141,177619433541.141,,0.03126682,-72.47257,2021-04-05T16:04:52.608Z,0.0002202,3808.71734,2020-03-13T02:23:01.612Z,,2021-12-13T04:26:44.351Z,0.649832885170915,-1.4549600949494206,8.48841867630922,eth,848.8418676309219
curve-dao-token,crv,Curve DAO Token,https://assets.coingecko.com/coins/images/12124/large/Curve.png?1597369484,3.87,1516281401,87,12777701024.0,227282684.0,3.87,3.6,0.187412,5.08514,75708159.0,5.25542,391958099.3931446,1648741675.0988,3303030299.0,54.01,-92.83675,2020-08-14T04:53:44.010Z,0.331577,1066.72549,2020-11-05T13:09:50.181Z,,2021-12-13T04:27:03.672Z,2.0718539826157287,5.085138822411543,,,
frax,frax,Frax,https://assets.coingecko.com/coins/images/13422/large/frax_logo.png?1608476506,1.0,1471734610,88,1471734610.0,17792378.0,1.02,0.989463,0.00312423,0.312,29472005.0,2.04346,1465574681.90788,1465574681.90788,1465574681.90788,1.14,-11.94687,2021-02-07T12:55:35.766Z,0.891635,12.62486,2021-12-04T05:33:57.315Z,,2021-12-13T04:26:32.769Z,0.3144016931530442,0.31199945830101283,,,
link,ln,LINK,https://assets.coingecko.com/coins/images/6450/large/linklogo.png?1547042644,245.93,1469166842,89,,4000646.0,255.81,232.85,3.63,1.49702,19866508.0,1.37077,5976008.453775,6045959.0,,345.88,-28.92303,2021-04-01T22:19:00.034Z,1.05,23202.79813,2018-12-26T00:00:00.000Z,,2021-12-13T04:26:13.278Z,0.037575522322189144,1.497016063818555,,,
celo,celo,Celo,https://assets.coingecko.com/coins/images/11090/large/icon-celo-CELO-color-500.png?1592293590,3.83,1402034999,90,3818131363.0,32633922.0,4.0,3.73,0.056938,1.51104,20510289.0,1.48461,367204495.0,1000000000.0,1000000000.0,9.82,-61.08256,2021-08-30T14:25:09.929Z,0.800156,377.68194,2020-05-22T04:15:27.736Z,,2021-12-13T04:28:42.746Z,0.6453026745634675,1.511038646662881,,,
dash,dash,Dash,https://assets.coingecko.com/coins/images/19/large/dash-logo.png?1548385930,133.71,1398763171,91,,125026206.0,140.55,133.36,-4.079427776991,-2.9606,-45087267.06633687,-3.12271,10476271.2332354,18920000.0,,1493.59,-91.06065,2017-12-20T00:00:00.000Z,0.213899,62320.70951,2014-02-14T00:00:00.000Z,,2021-12-13T04:27:57.721Z,0.1721436115285928,-2.960599902700975,,,
nexo,nexo,NEXO,https://assets.coingecko.com/coins/images/3695/large/nexo.png?1548086057,2.41,1355996857,92,2421422916.0,8968382.0,2.53,2.33,0.064592,2.74854,43513667.0,3.31537,560000010.0064,1000000000.0,1000000000.0,4.07,-40.4759,2021-05-12T14:37:47.535Z,0.04515276,5262.73491,2018-09-13T00:00:00.000Z,,2021-12-13T04:27:31.029Z,1.134831391689694,2.74853881933411,23.14655456376815,usd,2314.655456376815
ecomi,omi,ECOMI,https://assets.coingecko.com/coins/images/4428/large/ECOMI.png?1557928886,0.00562099,1349556358,93,,6018042.0,0.00576073,0.00534701,0.00014595,2.6658,51004088.0,3.92777,240092131274.56,750000000000.0,,0.01343572,-58.16381,2021-03-19T17:20:53.999Z,3.37e-06,166647.92692,2019-11-04T10:52:42.729Z,,2021-12-13T04:13:30.699Z,-0.4759651926974855,2.6658009088995174,10.51547060359089,btc,1051.547060359089
true-usd,tusd,TrueUSD,https://assets.coingecko.com/coins/images/3449/large/tusd.png?1618395665,1.0,1308344375,94,,109709841.0,1.01,0.992553,-0.001076011027,-0.10747,3538845.0,0.27122,1309551361.81665,1309551361.81665,,1.62,-38.27183,2018-08-26T20:41:09.375Z,0.88355,13.07549,2020-03-12T10:47:51.380Z,,2021-12-13T04:26:50.155Z,0.015525038969107629,-0.1074705635112251,,,
convex-finance,cvx,Convex Finance,https://assets.coingecko.com/coins/images/15585/large/convex.png?1621256328,29.41,1207062220,95,2939296289.0,21506452.0,31.63,26.35,2.11,7.73858,135786783.0,12.67524,41066367.645986445,77961139.431501,100000000.0,39.98,-26.47823,2021-11-11T05:01:17.408Z,1.9,1444.87736,2021-07-20T13:17:29.183Z,,2021-12-13T04:27:05.053Z,0.6925053746715766,7.738579674927809,,,
compound-governance-token,comp,Compound,https://assets.coingecko.com/coins/images/10775/large/COMP.png?1592625425,192.25,1193310813,96,1919826922.0,55338021.0,201.24,190.53,-3.272752150248,-1.67381,-19469877.517305374,-1.60539,6215720.800738753,10000000.0,10000000.0,910.54,-78.91017,2021-05-12T02:29:08.794Z,61.32,213.15371,2020-06-18T12:54:32.788Z,,2021-12-13T04:28:47.133Z,-0.011179529150276726,-1.6738070453871812,,,
msol,msol,Marinade staked SOL,https://assets.coingecko.com/coins/images/17752/large/PJ7Scn3.png?1629175951,171.17,1188188195,97,1188188195.0,34631951.0,180.31,170.87,-1.649233570399,-0.95432,-3156137.6298003197,-0.26492,6941622.74901085,6941622.74901085,6941622.74901085,3541.84,-95.16724,2021-08-23T22:16:35.076Z,42.4,303.70772,2021-08-30T10:27:09.425Z,,2021-12-13T04:22:43.425Z,-0.2411970671129366,-0.9543188096756514,,,
nem,xem,NEM,https://assets.coingecko.com/coins/images/242/large/NEM_Logo_256x256.png?1598687029,0.132028,1185833324,98,,22782779.0,0.137321,0.130796,-0.003212298365,-2.37525,-31956059.127367735,-2.6241,8999999999.0,8999999999.0,,1.87,-92.94854,2018-01-07T00:00:00.000Z,8.482e-05,155245.88914,2015-09-05T00:00:00.000Z,,2021-12-13T04:28:16.947Z,0.5174789305432452,-2.3752510831288816,,,
paxos-standard,usdp,Pax Dollar,https://assets.coingecko.com/coins/images/6013/large/Pax_Dollar.png?1629877204,1.0,1143903618,99,,6866776.0,1.01,0.995035,0.00084228,0.08425,55602.0,0.00486,1144175772.45,1144175772.45,,1.13,-11.34304,2018-10-15T07:09:12.459Z,0.863529,15.77633,2021-05-19T13:14:42.046Z,,2021-12-13T04:26:47.987Z,-0.04782739678440217,0.08425453849031979,0.00052903611877,usd,0.052903611877
mina-protocol,mina,Mina Protocol,https://assets.coingecko.com/coins/images/15628/large/JM4_vQ34_400x400.png?1621394004,3.56,1137860423,100,,20149650.0,3.77,3.53,-0.027332944939,-0.76134,1391108.0,0.12241,319481477.840039,877606732.840039,,9.09,-60.81678,2021-06-01T01:42:37.064Z,0.925536,284.84626,2021-07-21T02:30:02.124Z,,2021-12-13T04:26:52.249Z,-0.13246050241114185,-0.7613446240973442,,,
